,PO No.,PO Item No.,Incoterms Name,Material/Service No.,PO Item Description,Manufacturer Name,Vendor Name,Manufacturer Part No.,Long Description,PO Item Creation Date,PO Item Quantity,PO Item Quantity Unit,PO Item Value (GC),PO Item Value (GC) Unit,Product Category,Product Category Description,PO Status Name,Region,score,path,desc,desc_words_short,desc_words_long,base_index,Unit Price
875187,4301233447,6,Free Carrier,11042187,"BOLT,MACHINE:HEX HD,3/8IN DIA,16 UNC,1-1",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120022-7,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1-1/4IN LG,ALLOY STEEL,GR B7",2020-12-28,15.0,EA,289.65,USD,31161600,Bolts,Ordered,AGT,0.9,[1.1.1],m_p,"['BOLT', 'MACHINE', 'HEX', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1']","['BOLT', 'MACHINE', 'HEXAGONAL', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1', '4IN', 'LG', 'ALLOY', 'STEEL', 'GR', 'B7']",875187,19.31
875900,4301235226,3,Free Carrier,11042187,"BOLT,MACHINE:HEX HD,3/8IN DIA,16 UNC,1-1",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120022-7,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1-1/4IN LG,ALLOY STEEL,GR B7",2021-01-11,15.0,EA,289.65,USD,31161600,Bolts,Ordered,AGT,0.9,[1.1.1],m_p,"['BOLT', 'MACHINE', 'HEX', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1']","['BOLT', 'MACHINE', 'HEXAGONAL', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1', '4IN', 'LG', 'ALLOY', 'STEEL', 'GR', 'B7']",875900,19.31
877712,4301238907,3,Free Carrier,11042187,"BOLT,MACHINE:HEX HD,3/8IN DIA,16 UNC,1-1",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120022-7,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1-1/4IN LG,ALLOY STEEL,GR B7",2021-02-01,14.0,EA,263.76,USD,31161600,Bolts,Ordered,AGT,0.9,[1.1.1],m_p,"['BOLT', 'MACHINE', 'HEX', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1']","['BOLT', 'MACHINE', 'HEXAGONAL', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1', '4IN', 'LG', 'ALLOY', 'STEEL', 'GR', 'B7']",877712,18.84
878627,4301240618,4,Free Carrier,11042187,"BOLT,MACHINE:HEX HD,3/8IN DIA,16 UNC,1-1",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120022-7,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1-1/4IN LG,ALLOY STEEL,GR B7",2021-02-10,13.0,EA,244.92,USD,31161600,Bolts,Ordered,AGT,0.9,[1.1.1],m_p,"['BOLT', 'MACHINE', 'HEX', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1']","['BOLT', 'MACHINE', 'HEXAGONAL', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1', '4IN', 'LG', 'ALLOY', 'STEEL', 'GR', 'B7']",878627,18.84
879741,4301242281,4,Free Carrier,11042187,"BOLT,MACHINE:HEX HD,3/8IN DIA,16 UNC,1-1",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120022-7,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1-1/4IN LG,ALLOY STEEL,GR B7",2021-02-22,14.0,EA,214.2,USD,31161600,Bolts,Ordered,AGT,0.9,[1.1.1],m_p,"['BOLT', 'MACHINE', 'HEX', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1']","['BOLT', 'MACHINE', 'HEXAGONAL', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1', '4IN', 'LG', 'ALLOY', 'STEEL', 'GR', 'B7']",879741,15.299999999999999
887308,4301256310,9,Free Carrier,11042187,"BOLT,MACHINE:HEX HD,3/8IN DIA,16 UNC,1-1",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120022-7,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1-1/4IN LG,ALLOY STEEL,GR B7",2021-05-26,3.0,EA,56.52,USD,31161600,Bolts,Ordered,AGT,0.9,[1.1.1],m_p,"['BOLT', 'MACHINE', 'HEX', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1']","['BOLT', 'MACHINE', 'HEXAGONAL', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1', '4IN', 'LG', 'ALLOY', 'STEEL', 'GR', 'B7']",887308,18.84
888363,4301258437,2,Free Carrier,11042187,"BOLT,MACHINE:HEX HD,3/8IN DIA,16 UNC,1-1",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120022-7,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1-1/4IN LG,ALLOY STEEL,GR B7",2021-06-09,2.0,PH,36.72,USD,31161600,Bolts,Ordered,AGT,0.9,[1.1.1],m_p,"['BOLT', 'MACHINE', 'HEX', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1']","['BOLT', 'MACHINE', 'HEXAGONAL', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1', '4IN', 'LG', 'ALLOY', 'STEEL', 'GR', 'B7']",888363,18.36
888407,4301258488,1,Free Carrier,11042187,"BOLT,MACHINE:HEX HD,3/8IN DIA,16 UNC,1-1",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120022-7,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1-1/4IN LG,ALLOY STEEL,GR B7",2021-06-09,2.0,PH,36.72,USD,31161600,Bolts,Ordered,AGT,0.9,[1.1.1],m_p,"['BOLT', 'MACHINE', 'HEX', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1']","['BOLT', 'MACHINE', 'HEXAGONAL', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1', '4IN', 'LG', 'ALLOY', 'STEEL', 'GR', 'B7']",888407,18.36
888408,4301258488,2,Free Carrier,11042187,"BOLT,MACHINE:HEX HD,3/8IN DIA,16 UNC,1-1",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120022-7,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1-1/4IN LG,ALLOY STEEL,GR B7",2021-06-09,2.0,PH,36.72,USD,31161600,Bolts,Ordered,AGT,0.9,[1.1.1],m_p,"['BOLT', 'MACHINE', 'HEX', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1']","['BOLT', 'MACHINE', 'HEXAGONAL', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1', '4IN', 'LG', 'ALLOY', 'STEEL', 'GR', 'B7']",888408,18.36
888410,4301258488,4,Free Carrier,11042187,"BOLT,MACHINE:HEX HD,3/8IN DIA,16 UNC,1-1",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120022-7,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,16 UNC,1-1/4IN LG,ALLOY STEEL,GR B7",2021-06-09,3.0,PH,55.08,USD,31161600,Bolts,Ordered,AGT,0.9,[1.1.1],m_p,"['BOLT', 'MACHINE', 'HEX', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1']","['BOLT', 'MACHINE', 'HEXAGONAL', 'HD', '3', '8IN', 'DIA', '16', 'UNC', '1', '1', '4IN', 'LG', 'ALLOY', 'STEEL', 'GR', 'B7']",888410,18.36
876122,4301235866,3,Free Carrier,11042212,"GROMMET:0.965IN OD,FLUOROCARBON ELASTOME",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,124907-4,"GROMMET: 0.965IN OD,FLUOROCARBON ELASTOMERS",2021-01-14,1.0,EA,21.41,USD,31162401,Grommets,Ordered,AGT,0.9,[1.1.1],m_p,"['GROMMET', '0.965IN', 'OD', 'FLUOROCARBON', 'ELASTOME']","['GROMMET', '0.965IN', 'OD', 'FLUOROCARBON', 'ELASTOMERS']",876122,21.41
697979,4300719664,1,Free Carrier,11103458,"CLAMP,FLG:1IN,SPLT",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,980663C1,"CLAMP,FLANGE: SPLIT,MATERIAL: STAINLESS STEEL,SIZE: 1IN",2016-12-16,4.0,EA,109.52,USD,31162900,Clamps ,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['CLAMP', 'FLG', '1IN', 'SPLT']","['CLAMP', 'FLANGE', 'SPLIT', 'MATERIAL', 'STAINLESS', 'STEEL', 'SIZE', '1IN']",697979,27.38
891738,4301264077,23,Free Carrier,11103458,"CLAMP, SPLIT FLANGE, 980663C1",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,980663C1, ,2021-07-16,8.0,EA,8.0,USD,26111600,Power generators,Held,AGT,0.9,[2.1.1],m_p,"['CLAMP', 'SPLIT', 'FLANGE', '980663C1']",[],891738,1.0
799442,4301031394,1,Free Carrier,11163204,"REGLTR:4IN,TEMP,120DEG F",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120337-25,"VALVE: TEMPERATURE REGULATING,4IN,120 DEG F",2019-01-17,1.0,EA,4614.74,USD,39121009,ELEC/PWR regulator,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['REGLTR', '4IN', 'TEMP', '120DEG', 'F']","['VALVE', 'TEMPERATURE', 'REGULATING', '4IN', '120', 'DEG', 'F']",799442,4614.74
812748,4301066459,2,Free Carrier,11163204,"REGULATOR:TEMP,120DEG F,4IN",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120337-25,"VALVE: TEMPERATURE REGULATING,4IN,120 DEG F",2019-04-19,2.0,EA,9229.34,USD,39121009,ELEC/PWR regulator,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['REGULATOR', 'TEMP', '120DEG', 'F', '4IN']","['VALVE', 'TEMPERATURE', 'REGULATING', '4IN', '120', 'DEG', 'F']",812748,4614.67
825229,4301095964,1,Free Carrier,11163204,"REGULATOR:TEMP,120DEG F,4IN",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120337-25,"VALVE: TEMPERATURE REGULATING,4IN,120 DEG F",2019-07-15,1.0,EA,4614.74,USD,39121009,ELEC/PWR regulator,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['REGULATOR', 'TEMP', '120DEG', 'F', '4IN']","['VALVE', 'TEMPERATURE', 'REGULATING', '4IN', '120', 'DEG', 'F']",825229,4614.74
886037,4301254080,3,Free Carrier,11163204,"VLV:TEMPERATURE REGULATING,4IN,120 DEG F",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120337-25,"VALVE: TEMPERATURE REGULATING,4IN,120 DEG F",2021-05-08,2.0,EA,10304.72,USD,39121009,ELEC/PWR regulator,Ordered,AGT,0.9,[1.1.1],m_p,"['VLV', 'TEMPERATURE', 'REGULATING', '4IN', '120', 'DEG', 'F']","['VALVE', 'TEMPERATURE', 'REGULATING', '4IN', '120', 'DEG', 'F']",886037,5152.36
890071,4301261291,1,Free Carrier,11163204,"VLV:TEMPERATURE REGULATING,4IN,120 DEG F",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120337-25,"VALVE: TEMPERATURE REGULATING,4IN,120 DEG F",2021-06-29,1.0,EA,5152.36,USD,39121009,ELEC/PWR regulator,Ordered,AGT,0.9,[1.1.1],m_p,"['VLV', 'TEMPERATURE', 'REGULATING', '4IN', '120', 'DEG', 'F']","['VALVE', 'TEMPERATURE', 'REGULATING', '4IN', '120', 'DEG', 'F']",890071,5152.36
890515,4301261722,1,Free Carrier,11163204,"VLV:TEMPERATURE REGULATING,4IN,120 DEG F",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120337-25,"VALVE: TEMPERATURE REGULATING,4IN,120 DEG F",2021-07-01,3.0,EA,15039.33,USD,39121009,ELEC/PWR regulator,Ordered,AGT,0.9,[1.1.1],m_p,"['VLV', 'TEMPERATURE', 'REGULATING', '4IN', '120', 'DEG', 'F']","['VALVE', 'TEMPERATURE', 'REGULATING', '4IN', '120', 'DEG', 'F']",890515,5013.11
723198,4300792457,1,Free Carrier,11024872,"GASKET,SPWD:4IN PIPE,150LB,4-7/8 ID X 6-",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1017897,"GASKET,SPIRAL WOUND: 4IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,FLEXIBLE GRAPHITE FILLER",2017-06-09,24.0,EA,316.08,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GASKET', 'SPWD', '4IN', 'PIPE', '150LB', '4', '7', '8', 'ID', 'X', '6']","['GASKET', 'SPIRAL', 'WOUND', '4IN', 'PIPE', 'CLASS', '150', '304', 'STAINLESS', 'STEEL', 'OUTER', 'RING', '304', 'STAINLESS', 'STEEL', 'WINDING', 'FLEXIBLE', 'GRAPHITE', 'FILLER']",723198,13.17
736065,4300835533,1,Free Carrier,11024872,"GASKET,SPWD:4IN PIPE,150LB,4-7/8 ID X 6-",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1017897,"GASKET,SPIRAL WOUND: 4IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,FLEXIBLE GRAPHITE FILLER",2017-09-01,2.0,EA,26.34,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GASKET', 'SPWD', '4IN', 'PIPE', '150LB', '4', '7', '8', 'ID', 'X', '6']","['GASKET', 'SPIRAL', 'WOUND', '4IN', 'PIPE', 'CLASS', '150', '304', 'STAINLESS', 'STEEL', 'OUTER', 'RING', '304', 'STAINLESS', 'STEEL', 'WINDING', 'FLEXIBLE', 'GRAPHITE', 'FILLER']",736065,13.17
816834,4301077405,2,Free Carrier,11024872,"GASKET,SPWD:4IN PIPE,CLASS 150,304 STAIN",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1017897,"GASKET,SPIRAL WOUND: 4IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,FLEXIBLE GRAPHITE FILLER",2019-05-21,1.0,EA,11.66,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GASKET', 'SPWD', '4IN', 'PIPE', 'CLASS', '150', '304', 'STAIN']","['GASKET', 'SPIRAL', 'WOUND', '4IN', 'PIPE', 'CLASS', '150', '304', 'STAINLESS', 'STEEL', 'OUTER', 'RING', '304', 'STAINLESS', 'STEEL', 'WINDING', 'FLEXIBLE', 'GRAPHITE', 'FILLER']",816834,11.66
839254,4301135808,1,Free Carrier,11024872,"GASKET,SPWD:4IN PIPE,CLASS 150,304 STAIN",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1017897,"GASKET,SPIRAL WOUND: 4IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,FLEXIBLE GRAPHITE FILLER",2019-11-01,8.0,EA,86.32,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GASKET', 'SPWD', '4IN', 'PIPE', 'CLASS', '150', '304', 'STAIN']","['GASKET', 'SPIRAL', 'WOUND', '4IN', 'PIPE', 'CLASS', '150', '304', 'STAINLESS', 'STEEL', 'OUTER', 'RING', '304', 'STAINLESS', 'STEEL', 'WINDING', 'FLEXIBLE', 'GRAPHITE', 'FILLER']",839254,10.79
890516,4301261724,1,Free Carrier,11024872,"GSKT,SPWD:4IN PIPE,CLASS 150,304 STAINLE",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1017897,"GASKET,SPIRAL WOUND: 4IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,FLEXIBLE GRAPHITE FILLER",2021-07-01,24.0,EA,227.52,USD,31181500,Gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['GSKT', 'SPWD', '4IN', 'PIPE', 'CLASS', '150', '304', 'STAINLE']","['GASKET', 'SPIRAL', 'WOUND', '4IN', 'PIPE', 'CLASS', '150', '304', 'STAINLESS', 'STEEL', 'OUTER', 'RING', '304', 'STAINLESS', 'STEEL', 'WINDING', 'FLEXIBLE', 'GRAPHITE', 'FILLER']",890516,9.48
607988,4300479843,1,Free Carrier,11024851,"HOSE,FLEXIBLE METAL:3/4IN,TUBE STUB,GAS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1046485,"HOSE,ASSEMBLY: 3/4IN ID,15IN LG,SOLAR TURBINES",2015-07-27,2.0,EA,301.46,USD,40142007,Special hoses,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['HOSE', 'FLEXIBLE', 'METAL', '3', '4IN', 'TUBE', 'STUB', 'GAS']","['HOSE', 'ASSEMBLY', '3', '4IN', 'ID', '15IN', 'LG', 'SOLAR', 'TURBINES']",607988,150.73
711285,4300761524,1,Free Carrier,11024851,"HOSE,FLEXIBLE METAL:WASH,3/4IN ID,METAL",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1046485,"HOSE,ASSEMBLY: 3/4IN ID,15IN LG,SOLAR TURBINES",2017-03-28,1.0,EA,157.43,USD,40142007,Special hoses,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['HOSE', 'FLEXIBLE', 'METAL', 'WASH', '3', '4IN', 'ID', 'METAL']","['HOSE', 'ASSEMBLY', '3', '4IN', 'ID', '15IN', 'LG', 'SOLAR', 'TURBINES']",711285,157.43
694388,4300708940,4,From plant,11025461,"GASKET:PKNG GLND,AIR,BLEED,11TH STAGE,FO",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,172439-2,PACKING: BLEED AIR,2016-11-21,6.0,EA,30.0,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GASKET', 'PKNG', 'GLND', 'AIR', 'BLEED', '11TH', 'STAGE', 'FO']","['PACKING', 'BLEED', 'AIR']",694388,5.0
836723,4301129321,1,Free Carrier,11025461,"PACKING:AIR,BLEED,11TH STAGE,F/ CO,2/PAC",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,172439-2,PACKING: BLEED AIR,2019-10-11,34.0,EA,282.2,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['PACKING', 'AIR', 'BLEED', '11TH', 'STAGE', 'F', 'CO', '2', 'PAC']","['PACKING', 'BLEED', 'AIR']",836723,8.299999999999999
842198,4301143103,1,Free Carrier,11025461,PKNG:BLEED AIR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,172439-2,PACKING: BLEED AIR,2019-11-26,8.0,EA,66.4,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['PKNG', 'BLEED', 'AIR']","['PACKING', 'BLEED', 'AIR']",842198,8.3
848078,4301158659,2,Free Carrier,11025461,PKNG:BLEED AIR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,172439-2,PACKING: BLEED AIR,2020-05-01,4.0,EA,33.2,USD,31181500,Gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['PKNG', 'BLEED', 'AIR']","['PACKING', 'BLEED', 'AIR']",848078,8.3
855050,4301177319,2,Free Carrier,11025461,PKNG:BLEED AIR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,172439-2,PACKING: BLEED AIR,2020-03-16,16.0,EA,137.92,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['PKNG', 'BLEED', 'AIR']","['PACKING', 'BLEED', 'AIR']",855050,8.62
875898,4301235226,12,Free Carrier,11025461,PKNG:BLEED AIR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,172439-2,PACKING: BLEED AIR,2021-01-11,21.0,EA,174.51,USD,31181500,Gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['PKNG', 'BLEED', 'AIR']","['PACKING', 'BLEED', 'AIR']",875898,8.309999999999999
878068,4301239312,3,Free Carrier,11025461,PKNG:BLEED AIR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,172439-2,PACKING: BLEED AIR,2021-02-03,2.0,EA,16.6,USD,31181500,Gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['PKNG', 'BLEED', 'AIR']","['PACKING', 'BLEED', 'AIR']",878068,8.3
643342,4300557826,1,From plant,11026600,"GASKET:2-13/16 ID X 5-5/8IN OD,NON-ASBES",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,304649-100,"GASKET: 2-53/64IN ID,5-5/8IN OD,0.078IN THK,ROUND,NON-ASBESTOS",2015-12-03,18.0,EA,413.82,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GASKET', '2', '13', '16', 'ID', 'X', '5', '5', '8IN', 'OD', 'NON', 'ASBES']","['GASKET', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK', 'ROUND', 'NON', 'ASBESTOS']",643342,22.99
684400,4300682620,1,From plant,11026600,"GASKET:BLEED AIR VENT,2-13/16 ID X 5-5/8",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,304649-100,"GASKET: 2-53/64IN ID,5-5/8IN OD,0.078IN THK,ROUND,NON-ASBESTOS",2016-09-22,22.0,EA,505.78,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GASKET', 'BLEED', 'AIR', 'VENT', '2', '13', '16', 'ID', 'X', '5', '5', '8']","['GASKET', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK', 'ROUND', 'NON', 'ASBESTOS']",684400,22.99
731844,4300814152,2,From plant,11026600,"GASKET:BLEED AIR VENT,2-13/16 ID X 5-5/8",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,304649-100,"GASKET: 2-53/64IN ID,5-5/8IN OD,0.078IN THK,ROUND,NON-ASBESTOS",2017-08-02,20.0,EA,459.8,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GASKET', 'BLEED', 'AIR', 'VENT', '2', '13', '16', 'ID', 'X', '5', '5', '8']","['GASKET', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK', 'ROUND', 'NON', 'ASBESTOS']",731844,22.990000000000002
778015,4300965813,1,Free Carrier,11026600,"GASKET:BLEED AIR VENT,2-13/16 ID X 5-5/8",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,304649-100,"GASKET: 2-53/64IN ID,5-5/8IN OD,0.078IN THK,ROUND,NON-ASBESTOS",2018-07-25,2.0,EA,47.7,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GASKET', 'BLEED', 'AIR', 'VENT', '2', '13', '16', 'ID', 'X', '5', '5', '8']","['GASKET', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK', 'ROUND', 'NON', 'ASBESTOS']",778015,23.85
809155,4301058081,3,Free Carrier,11026600,"GASKET:2.82 ID X 5.63IN OD,0.078IN THK",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,304649-100,"GASKET: 2-53/64IN ID,5-5/8IN OD,0.078IN THK,ROUND,NON-ASBESTOS",2019-03-28,2.0,EA,53.0,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GASKET', '2.82', 'ID', 'X', '5.63IN', 'OD', '0.078IN', 'THK']","['GASKET', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK', 'ROUND', 'NON', 'ASBESTOS']",809155,26.5
811822,4301063416,2,Free Carrier,11026600,"GASKET:0.078IN,NON-ASB,2.82 ID X 5.63IN",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,304649-100,"GASKET: 2-53/64IN ID,5-5/8IN OD,0.078IN THK,ROUND,NON-ASBESTOS",2019-04-11,68.0,EA,1802.0,USD,31181500,Gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['GASKET', '0.078IN', 'NON', 'ASB', '2.82', 'ID', 'X', '5.63IN']","['GASKET', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK', 'ROUND', 'NON', 'ASBESTOS']",811822,26.5
837715,4301132342,1,Free Carrier,11026600,"GSKT:2-53/64IN ID,5-5/8IN OD,0.078IN THK",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,304649-100,"GASKET: 2-53/64IN ID,5-5/8IN OD,0.078IN THK,ROUND,NON-ASBESTOS",2019-10-22,2.0,EA,46.72,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GSKT', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK']","['GASKET', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK', 'ROUND', 'NON', 'ASBESTOS']",837715,23.36
837736,4301132345,1,Free Carrier,11026600,"GSKT:2-53/64IN ID,5-5/8IN OD,0.078IN THK",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,304649-100,"GASKET: 2-53/64IN ID,5-5/8IN OD,0.078IN THK,ROUND,NON-ASBESTOS",2019-10-22,8.0,EA,186.88,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GSKT', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK']","['GASKET', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK', 'ROUND', 'NON', 'ASBESTOS']",837736,23.36
845579,4301150311,1,Free Carrier,11026600,"GSKT:2-53/64IN ID,5-5/8IN OD,0.078IN THK",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,304649-100,"GASKET: 2-53/64IN ID,5-5/8IN OD,0.078IN THK,ROUND,NON-ASBESTOS",2019-12-19,33.0,EA,770.88,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GSKT', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK']","['GASKET', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK', 'ROUND', 'NON', 'ASBESTOS']",845579,23.36
851150,4301166748,1,Free Carrier,11026600,"GSKT:2-53/64IN ID,5-5/8IN OD,0.078IN THK",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,304649-100,"GASKET: 2-53/64IN ID,5-5/8IN OD,0.078IN THK,ROUND,NON-ASBESTOS",2020-02-12,2.0,EA,46.72,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GSKT', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK']","['GASKET', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK', 'ROUND', 'NON', 'ASBESTOS']",851150,23.36
851151,4301166748,2,Free Carrier,11026600,"GSKT:2-53/64IN ID,5-5/8IN OD,0.078IN THK",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,304649-100,"GASKET: 2-53/64IN ID,5-5/8IN OD,0.078IN THK,ROUND,NON-ASBESTOS",2020-02-26,2.0,EA,46.72,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GSKT', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK']","['GASKET', '2', '53', '64IN', 'ID', '5', '5', '8IN', 'OD', '0.078IN', 'THK', 'ROUND', 'NON', 'ASBESTOS']",851151,23.36
