,PO No.,PO Item No.,Incoterms Name,Material/Service No.,PO Item Description,Manufacturer Name,Vendor Name,Manufacturer Part No.,Long Description,PO Item Creation Date,PO Item Quantity,PO Item Quantity Unit,PO Item Value (GC),PO Item Value (GC) Unit,Product Category,Product Category Description,PO Status Name,Region,sim_score,path,desc_from,desc_words_short,desc_words_long,Unit Price
873184,4301222105,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2020-10-19,1,EA,180.31,USD,12181600,Oils,Ordered,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
885425,4301247713,1,Delivered Duty Paid,36120257,"OIL,INDUST:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2021-03-29,10,EA,1803.1,USD,12181600,Oils,Ordered,AGT,0.9,[1.3.2],m_p,"['OIL', 'INDUST', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
885810,4301248282,2,Delivered Duty Paid,36120257,"OIL,INDUST:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2021-04-01,10,EA,1803.1,USD,12181600,Oils,Ordered,AGT,0.9,[1.3.2],m_p,"['OIL', 'INDUST', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
888468,4301252971,1,Delivered Duty Paid,36120257,"OIL,INDUST:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2021-05-03,2,EA,360.62,USD,12181600,Oils,Ordered,AGT,0.9,[1.3.2],m_p,"['OIL', 'INDUST', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
891563,4301258091,2,Delivered Duty Paid,36120257,"OIL,INDUST:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2021-06-07,4,EA,721.24,USD,12181600,Oils,Ordered,AGT,0.9,[1.3.2],m_p,"['OIL', 'INDUST', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
891968,4301259119,2,Delivered Duty Paid,36120257,"OIL,INDUST:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2021-06-14,2,EA,360.62,USD,12181600,Oils,Ordered,AGT,0.9,[1.3.2],m_p,"['OIL', 'INDUST', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
864820,4301197683,1,Delivered Duty Paid,36011260,"OIL:INDUST,DURATEC L,125 CST AT 40 DEG C",CASTROL,Petrochem Group Ltd,15274B,"OIL: INDUSTRIAL,DURATEC L,125 CST AT 40 DEG C,208 L DRUM,AMBER,FLASH POINT: 250 DEG C,POUR POINT: -18 DEG C,VISCOSITY INDEX: 97",2020-06-04,22,EA,15811.4,USD,12181600,Oils,Ordered,AGT,0.9,[1.1.1],m_p,"['OIL', 'INDUST', 'DURATEC', 'L', '125', 'CST', 'AT', '40', 'DEG', 'C']","['OIL', 'INDUSTRIAL', 'DURATEC', 'L', '125', 'CST', 'AT', '40', 'DEG', 'C', '208', 'L', 'DRUM', 'AMBER', 'FLASH', 'POINT', '250', 'DEG', 'C', 'POUR', 'POINT', '18', 'DEG', 'C', 'VISCOSITY', 'INDEX', '97']",718.6999999999999
654903,4300593485,1,From plant,36011260,"OIL:ENGINE,CASTROL DURATEC L,DRUM,208L",CASTROL,Petrochem Group Ltd,452689,"OIL: INDUSTRIAL,DURATEC L,125 CST AT 40 DEG C,208 L DRUM,AMBER,FLASH POINT: 250 DEG C,POUR POINT: -18 DEG C,VISCOSITY INDEX: 97",2016-02-22,25,EA,19964.0,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'ENGINE', 'CASTROL', 'DURATEC', 'L', 'DRUM', '208L']","['OIL', 'INDUSTRIAL', 'DURATEC', 'L', '125', 'CST', 'AT', '40', 'DEG', 'C', '208', 'L', 'DRUM', 'AMBER', 'FLASH', 'POINT', '250', 'DEG', 'C', 'POUR', 'POINT', '18', 'DEG', 'C', 'VISCOSITY', 'INDEX', '97']",798.56
705543,4300740798,1,Delivered Duty Paid,36011260,"OIL:ENGINE,CASTROL DURATEC L,DRUM,208L",CASTROL,Petrochem Group Ltd,452689,"OIL: INDUSTRIAL,DURATEC L,125 CST AT 40 DEG C,208 L DRUM,AMBER,FLASH POINT: 250 DEG C,POUR POINT: -18 DEG C,VISCOSITY INDEX: 97",2017-02-07,24,EA,19165.44,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'ENGINE', 'CASTROL', 'DURATEC', 'L', 'DRUM', '208L']","['OIL', 'INDUSTRIAL', 'DURATEC', 'L', '125', 'CST', 'AT', '40', 'DEG', 'C', '208', 'L', 'DRUM', 'AMBER', 'FLASH', 'POINT', '250', 'DEG', 'C', 'POUR', 'POINT', '18', 'DEG', 'C', 'VISCOSITY', 'INDEX', '97']",798.56
828770,4301098190,1,Delivered Duty Paid,36011260,"OIL:ENGINE,CASTROL DURATEC L,DRUM,208L",CASTROL,Petrochem Group Ltd,452689,"OIL: INDUSTRIAL,DURATEC L,125 CST AT 40 DEG C,208 L DRUM,AMBER,FLASH POINT: 250 DEG C,POUR POINT: -18 DEG C,VISCOSITY INDEX: 97",2019-07-22,28,EA,20123.6,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'ENGINE', 'CASTROL', 'DURATEC', 'L', 'DRUM', '208L']","['OIL', 'INDUSTRIAL', 'DURATEC', 'L', '125', 'CST', 'AT', '40', 'DEG', 'C', '208', 'L', 'DRUM', 'AMBER', 'FLASH', 'POINT', '250', 'DEG', 'C', 'POUR', 'POINT', '18', 'DEG', 'C', 'VISCOSITY', 'INDEX', '97']",718.6999999999999
875204,4301227667,1,Delivered Duty Paid,36011258,"OIL:INDUST,ALPHA SP 320,320 CST AT 40 DE",Not Assigned,Petrochem Group Ltd,1443AB,"OIL: INDUSTRIAL,ALPHA SP 320,320 CST AT 40 DEG C,20 L PAIL,AMBER,DENSITY: 900 KG/M3 AT 15 DEG C,FLASH POINT: 220 DEG C,FORM: LIQUID,POUR POINT: -9 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-11-19,2,EA,134.08,USD,12181600,Oils,Ordered,AGT,0.9,[1.1.1],m_p,"['OIL', 'INDUST', 'ALPHA', 'SP', '320', '320', 'CST', 'AT', '40', 'DE']","['OIL', 'INDUSTRIAL', 'ALPHA', 'SP', '320', '320', 'CST', 'AT', '40', 'DEG', 'C', '20', 'L', 'PAIL', 'AMBER', 'DENSITY', '900', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '220', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '9', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",67.04
710343,4300754479,1,Delivered Duty Paid,36011258,"OIL,INDUSTRIAL:GEAR,ALPHA SP 320,20L CAN",CASTROL,Petrochem Group Ltd,456557,"OIL: INDUSTRIAL,ALPHA SP 320,320 CST AT 40 DEG C,20 L PAIL,AMBER,DENSITY: 900 KG/M3 AT 15 DEG C,FLASH POINT: 220 DEG C,FORM: LIQUID,POUR POINT: -9 DEG C,VISCOSITY INDEX: GREATER THAN 95",2017-03-10,1,EA,74.49,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'INDUSTRIAL', 'GEAR', 'ALPHA', 'SP', '320', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'ALPHA', 'SP', '320', '320', 'CST', 'AT', '40', 'DEG', 'C', '20', 'L', 'PAIL', 'AMBER', 'DENSITY', '900', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '220', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '9', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",74.49
714309,4300766647,6,Delivered Duty Paid,36011258,"OIL,INDUSTRIAL:GEAR,ALPHA SP 320,20L CAN",CASTROL,Petrochem Group Ltd,456557,"OIL: INDUSTRIAL,ALPHA SP 320,320 CST AT 40 DEG C,20 L PAIL,AMBER,DENSITY: 900 KG/M3 AT 15 DEG C,FLASH POINT: 220 DEG C,FORM: LIQUID,POUR POINT: -9 DEG C,VISCOSITY INDEX: GREATER THAN 95",2017-04-08,6,EA,446.94,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'INDUSTRIAL', 'GEAR', 'ALPHA', 'SP', '320', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'ALPHA', 'SP', '320', '320', 'CST', 'AT', '40', 'DEG', 'C', '20', 'L', 'PAIL', 'AMBER', 'DENSITY', '900', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '220', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '9', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",74.49
715796,4300771508,2,Delivered Duty Paid,36011258,"OIL,INDUSTRIAL:GEAR,ALPHA SP 320,20L CAN",CASTROL,Petrochem Group Ltd,456557,"OIL: INDUSTRIAL,ALPHA SP 320,320 CST AT 40 DEG C,20 L PAIL,AMBER,DENSITY: 900 KG/M3 AT 15 DEG C,FLASH POINT: 220 DEG C,FORM: LIQUID,POUR POINT: -9 DEG C,VISCOSITY INDEX: GREATER THAN 95",2017-04-20,6,EA,446.94,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'INDUSTRIAL', 'GEAR', 'ALPHA', 'SP', '320', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'ALPHA', 'SP', '320', '320', 'CST', 'AT', '40', 'DEG', 'C', '20', 'L', 'PAIL', 'AMBER', 'DENSITY', '900', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '220', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '9', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",74.49
722194,4300788679,5,Delivered Duty Paid,36011258,"OIL,INDUSTRIAL:GEAR,ALPHA SP 320,20L CAN",CASTROL,Petrochem Group Ltd,456557,"OIL: INDUSTRIAL,ALPHA SP 320,320 CST AT 40 DEG C,20 L PAIL,AMBER,DENSITY: 900 KG/M3 AT 15 DEG C,FLASH POINT: 220 DEG C,FORM: LIQUID,POUR POINT: -9 DEG C,VISCOSITY INDEX: GREATER THAN 95",2017-06-01,6,EA,446.94,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'INDUSTRIAL', 'GEAR', 'ALPHA', 'SP', '320', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'ALPHA', 'SP', '320', '320', 'CST', 'AT', '40', 'DEG', 'C', '20', 'L', 'PAIL', 'AMBER', 'DENSITY', '900', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '220', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '9', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",74.49
856761,4301174192,1,Delivered Duty Paid,36011258,"OIL,INDUST:GEAR,ALPHA SP 320,20L CAN,320",CASTROL,Petrochem Group Ltd,3185/20,"OIL: INDUSTRIAL,ALPHA SP 320,320 CST AT 40 DEG C,20 L PAIL,AMBER,DENSITY: 900 KG/M3 AT 15 DEG C,FLASH POINT: 220 DEG C,FORM: LIQUID,POUR POINT: -9 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-03-05,2,EA,134.08,USD,12181600,Oils,Ordered,AGT,0.9,[1.3.2],m_p,"['OIL', 'INDUST', 'GEAR', 'ALPHA', 'SP', '320', '20L', 'CAN', '320']","['OIL', 'INDUSTRIAL', 'ALPHA', 'SP', '320', '320', 'CST', 'AT', '40', 'DEG', 'C', '20', 'L', 'PAIL', 'AMBER', 'DENSITY', '900', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '220', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '9', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",67.04
324970,4301214828,1,Free Carrier,36011258,"OIL:INDUST,ALPHA SP 320,320 CST AT 40 DE",CASTROL,BP LUBRICANTS USA INC,1443AB,"OIL: INDUSTRIAL,ALPHA SP 320,320 CST AT 40 DEG C,20 L PAIL,AMBER,DENSITY: 900 KG/M3 AT 15 DEG C,FLASH POINT: 220 DEG C,FORM: LIQUID,POUR POINT: -9 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-09-03,2,PL,134.64,USD,12181600,Oils,Ordered,GOM,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'ALPHA', 'SP', '320', '320', 'CST', 'AT', '40', 'DE']","['OIL', 'INDUSTRIAL', 'ALPHA', 'SP', '320', '320', 'CST', 'AT', '40', 'DEG', 'C', '20', 'L', 'PAIL', 'AMBER', 'DENSITY', '900', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '220', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '9', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",67.32
325158,4301215788,1,Free Carrier,36011258,"OIL:INDUST,ALPHA SP 320,320 CST AT 40 DE",CASTROL,BP LUBRICANTS USA INC,1443AB,"OIL: INDUSTRIAL,ALPHA SP 320,320 CST AT 40 DEG C,20 L PAIL,AMBER,DENSITY: 900 KG/M3 AT 15 DEG C,FLASH POINT: 220 DEG C,FORM: LIQUID,POUR POINT: -9 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-09-10,2,PL,134.64,USD,12181600,Oils,Ordered,GOM,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'ALPHA', 'SP', '320', '320', 'CST', 'AT', '40', 'DE']","['OIL', 'INDUSTRIAL', 'ALPHA', 'SP', '320', '320', 'CST', 'AT', '40', 'DEG', 'C', '20', 'L', 'PAIL', 'AMBER', 'DENSITY', '900', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '220', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '9', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",67.32
339126,4301267985,1,Free Carrier,36011258,"OIL:INDUST,ALPHA SP 320,320 CST AT 40 DE",CASTROL,BP LUBRICANTS USA INC,1443AB,"OIL: INDUSTRIAL,ALPHA SP 320,320 CST AT 40 DEG C,20 L PAIL,AMBER,DENSITY: 900 KG/M3 AT 15 DEG C,FLASH POINT: 220 DEG C,FORM: LIQUID,POUR POINT: -9 DEG C,VISCOSITY INDEX: GREATER THAN 95",2021-08-12,4,PL,269.28,USD,12181600,Oils,Ordered,GOM,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'ALPHA', 'SP', '320', '320', 'CST', 'AT', '40', 'DE']","['OIL', 'INDUSTRIAL', 'ALPHA', 'SP', '320', '320', 'CST', 'AT', '40', 'DEG', 'C', '20', 'L', 'PAIL', 'AMBER', 'DENSITY', '900', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '220', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '9', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",67.32
551889,4301247673,1,Free Carrier,36011258,"OIL,INDUSTRIAL:GEAR,ALPHA SP 320,20L PAI",CASTROL,Lubricants UK Limited,1443AB,"OIL,INDUSTRIAL: GEAR,ALPHA SP 320,20L PAIL,320CST AT 40DEG C VISCOSITY,95 VISCOSITY,226DEG C FLASH POINT,-15DEG C",2021-03-29,8,EA,757.17,USD,12181600,Oils,Ordered,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUSTRIAL', 'GEAR', 'ALPHA', 'SP', '320', '20L', 'PAI']","['OIL', 'INDUSTRIAL', 'GEAR', 'ALPHA', 'SP', '320', '20L', 'PAIL', '320CST', 'AT', '40DEG', 'C', 'VISCOSITY', '95', 'VISCOSITY', '226DEG', 'C', 'FLASH', 'POINT', '15DEG', 'C']",94.64625
565245,4300853035,2,Delivered Duty Paid,36011258,"OIL,INDUSTRIAL:GEAR,ALPHA SP 320,20L PAI",CASTROL,"CLASSITRADE - COMERCIO E SERVIÇOS,",1443AB,"OIL,INDUSTRIAL: GEAR,ALPHA SP 320,20L PAIL,320CST AT 40DEG C VISCOSITY,95 VISCOSITY,226DEG C FLASH POINT,-15DEG C",2017-10-11,5,EA,820.0,USD,12181600,Oils,Transaction Completed,ANG,0.9,[2.1.1],m_p,"['OIL', 'INDUSTRIAL', 'GEAR', 'ALPHA', 'SP', '320', '20L', 'PAI']","['OIL', 'INDUSTRIAL', 'GEAR', 'ALPHA', 'SP', '320', '20L', 'PAIL', '320CST', 'AT', '40DEG', 'C', 'VISCOSITY', '95', 'VISCOSITY', '226DEG', 'C', 'FLASH', 'POINT', '15DEG', 'C']",164.0
569628,4300916683,1,Delivered Duty Paid,36011258,"OIL,INDUSTRIAL:GEAR,ALPHA SP 320,20L PAI",CASTROL,"CLASSITRADE - COMERCIO E SERVIÇOS,",1443AB,"OIL,INDUSTRIAL: GEAR,ALPHA SP 320,20L PAIL,320CST AT 40DEG C VISCOSITY,95 VISCOSITY,226DEG C FLASH POINT,-15DEG C",2018-03-20,16,EA,2624.0,USD,12181600,Oils,Transaction Completed,ANG,0.9,[2.1.1],m_p,"['OIL', 'INDUSTRIAL', 'GEAR', 'ALPHA', 'SP', '320', '20L', 'PAI']","['OIL', 'INDUSTRIAL', 'GEAR', 'ALPHA', 'SP', '320', '20L', 'PAIL', '320CST', 'AT', '40DEG', 'C', 'VISCOSITY', '95', 'VISCOSITY', '226DEG', 'C', 'FLASH', 'POINT', '15DEG', 'C']",164.0
571658,4300960795,1,Delivered Duty Paid,36011258,"OIL,INDUSTRIAL:GEAR,ALPHA SP 320,20L PAI",CASTROL,"CLASSITRADE - COMERCIO E SERVIÇOS,",1443AB,"OIL,INDUSTRIAL: GEAR,ALPHA SP 320,20L PAIL,320CST AT 40DEG C VISCOSITY,95 VISCOSITY,226DEG C FLASH POINT,-15DEG C",2018-07-11,1,EA,164.0,USD,12181600,Oils,Transaction Completed,ANG,0.9,[2.1.1],m_p,"['OIL', 'INDUSTRIAL', 'GEAR', 'ALPHA', 'SP', '320', '20L', 'PAI']","['OIL', 'INDUSTRIAL', 'GEAR', 'ALPHA', 'SP', '320', '20L', 'PAIL', '320CST', 'AT', '40DEG', 'C', 'VISCOSITY', '95', 'VISCOSITY', '226DEG', 'C', 'FLASH', 'POINT', '15DEG', 'C']",164.0
782588,4300978137,2,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTI-FREEZE,208L DRUM",CASTROL,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2018-08-15,1,EA,837.0,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTI', 'FREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",837.0
785259,4300985207,1,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTI-FREEZE,208L DRUM",CASTROL,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2018-09-05,2,EA,1674.0,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTI', 'FREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",837.0
786146,4300988099,3,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTI-FREEZE,208L DRUM",CASTROL,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2018-09-13,2,EA,1674.0,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTI', 'FREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",837.0
786620,4300989119,1,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTI-FREEZE,208L DRUM",CASTROL,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2018-09-17,3,EA,2511.0,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTI', 'FREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",837.0
787373,4300991528,1,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTI-FREEZE,208L DRUM",CASTROL,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2018-09-24,2,EA,1674.0,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTI', 'FREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",837.0
787568,4300991995,1,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTI-FREEZE,208L DRUM",CASTROL,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2018-09-25,3,EA,2511.0,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTI', 'FREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",837.0
787659,4300992575,1,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTI-FREEZE,208L DRUM",CASTROL,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2018-09-26,1,EA,837.0,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTI', 'FREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",837.0
789815,4300998455,1,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTI-FREEZE,208L DRUM",CASTROL,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2018-10-12,1,EA,837.0,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTI', 'FREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",837.0
791057,4301002178,7,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTIFREEZE,208L DRUM",CASTROL,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2018-10-24,2,EA,1674.0,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",837.0
794621,4301010533,1,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTI-FREEZE,208L DRUM",CASTROL,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2018-11-16,4,EA,3348.0,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTI', 'FREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",837.0
797122,4301017706,1,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTI-FREEZE,208L DRUM",Not Assigned,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2018-12-08,3,EA,2887.65,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTI', 'FREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",962.5500000000001
797131,4301017715,1,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTI-FREEZE,208L DRUM",CASTROL,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2018-12-08,16,EA,15400.8,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTI', 'FREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",962.55
801690,4301032449,8,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTI-FREEZE,208L DRUM",CASTROL,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2019-01-21,2,EA,1925.1,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTI', 'FREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",962.55
805103,4301041496,2,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTI-FREEZE,208L DRUM",CASTROL,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2019-02-12,6,EA,5775.3,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTI', 'FREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",962.5500000000001
805632,4301043216,2,Delivered Duty Paid,36011256,"COOLANT,ENGINE:ANTI-FREEZE,208L DRUM",Not Assigned,Petrochem Group Ltd,1715/208,"COOLANT,ENGINE: ANTIFREEZE,208L DRUM",2019-02-15,4,EA,3850.2,USD,25174004,Engine coolant,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['COOLANT', 'ENGINE', 'ANTI', 'FREEZE', '208L', 'DRUM']","['COOLANT', 'ENGINE', 'ANTIFREEZE', '208L', 'DRUM']",962.55
