,PO No.,PO Item No.,Incoterms Name,Material/Service No.,PO Item Description,Manufacturer Name,Vendor Name,Manufacturer Part No.,Long Description,PO Item Creation Date,PO Item Quantity,PO Item Quantity Unit,PO Item Value (GC),PO Item Value (GC) Unit,Product Category,Product Category Description,PO Status Name,Region,sim_score,path,desc_from,desc_words_short,desc_words_long,Unit Price
461166,4300786888,1,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2017-05-29,6,EA,228.73,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",38.12166666666666
474259,4300836110,1,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2017-09-03,3,EA,117.54,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",39.18
475607,4300839932,1,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2017-09-12,3,EA,119.45,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",39.81666666666667
487154,4300886597,1,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-01-05,3,EA,139.48,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",46.49333333333333
487666,4300888975,1,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-01-10,1,EA,46.71,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",46.71
490349,4300903447,1,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-02-13,4,EA,189.95,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",47.4875
492283,4300913380,1,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-03-12,5,EA,238.52,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",47.704
496846,4300932394,1,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-04-29,9,EA,427.09,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",47.45444444444444
496849,4300932400,1,Delivered Duty Paid,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-04-29,9,EA,427.09,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",47.45444444444444
496853,4300932404,1,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-04-29,9,EA,427.09,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",47.45444444444444
502371,4300958776,1,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-07-05,5,EA,243.71,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",48.742000000000004
504884,4300977818,4,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-08-14,3,EA,141.82,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",47.27333333333333
507503,4300991228,1,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-09-21,6,EA,291.99,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",48.665
507507,4300991229,2,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-09-21,4,EA,194.66,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",48.665
507509,4300991229,4,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-09-21,4,EA,194.66,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",48.665
508174,4300994168,1,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-10-01,1,EA,48.25,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",48.25
509483,4300999956,1,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-10-17,1,EA,48.63,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",48.63
510749,4301006235,1,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-11-05,1,EA,47.96,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",47.96
510750,4301006235,10,Not assigned,36011243,"OIL,INDUST:EXTREME PRESSURE GEAR,ALPHA S",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2018-11-05,1,EA,47.96,USD,12181600,Oils,Transaction Completed,UKS,0.9,[2.1.1],m_p,"['OIL', 'INDUST', 'EXTREME', 'PRESSURE', 'GEAR', 'ALPHA', 'S']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",47.96
